,SMILES,Absorption solvent,Emission solvent,Absorption (nm),Emission (nm),DOI
95,CC(CCn1c(nc2c1cccc2)C1=CC=C([CH]C1[Ir+3](C1[CH]C(=CC=C1c1nc2c(n1CCC(C)C)cccc2)F)N1C(=C(N=c2c1c1cccnc1c1c2=CC=C[N]1)c1cccs1)c1cccs1)F)C,,CH2Cl2,,563.0,https://doi.org/10.1016/j.molliq.2021.118446
96,CC(CCn1c(nc2c1cccc2)[C]1SC=CC1[Ir+3](C1C=CS[C]1c1nc2c(n1CCC(C)C)cccc2)N1C(=C(N=c2c1c1cccnc1c1c2=CC=C[N]1)c1cccs1)c1cccs1)C,,CH2Cl2,,608.0,https://doi.org/10.1016/j.molliq.2021.118446
97,COC1=C[CH]C(C(=C1)c1nc2c(n1c1ccccc1)cccc2)[Ir+3](C1[CH]C=C(C=C1c1nc2c(n1c1ccccc1)cccc2)OC)N1[C](Nc2c1cccc2)c1ccccn1,,CH2Cl2,,536.0,https://doi.org/10.1021/acs.inorgchem.1c03897
98,Cc1ccnc(c1)C1=CC(=C[CH]N1[Ir+3](C1[CH]C=CC=C1c1nc2c(n1C(C)C)cccc2)C1[CH]C=CC=C1c1nc2c(n1C(C)C)cccc2)C,,CH2Cl2,,566.0,https://doi.org/10.1021/acs.inorgchem.1c02968
99,Cc1ccnc(c1)C1=CC(=C[CH]N1[Ir+3](C1[CH]C=CC=C1c1nc2c(n1C(C)C)cc(c(c2)Cl)Cl)C1[CH]C=CC=C1c1nc2c(n1C(C)C)cc(c(c2)Cl)Cl)C,,CH2Cl2,,557.0,https://doi.org/10.1021/acs.inorgchem.1c02968
100,CC1=C[CH]N(C(=C1)c1nccc(c1)C)[Ir+3](C1[CH]C=CC=C1c1nc2c(n1C(C)C)ccc(c2)C(F)(F)F)C1[CH]C=CC=C1c1nc2c(n1C(C)C)ccc(c2)C(F)(F)F,,CH2Cl2,,554.0,https://doi.org/10.1021/acs.inorgchem.1c02968
101,COc1ccc2c(c1)n(C(C)C)c(n2)C1=CC=C[CH]C1[Ir+3](N1[CH]C=C(C=C1c1nccc(c1)C)C)C1[CH]C=CC=C1c1nc2c(n1C(C)C)cc(cc2)OC,,CH2Cl2,,586.0,https://doi.org/10.1021/acs.inorgchem.1c02968
102,Cc1ccnc(c1)C1=CC(=C[CH]N1[Ir+3](C1[CH]C(=CC=C1c1nc2c(n1C(C)C)cccc2)C(F)(F)F)C1[CH]C(=CC=C1c1nc2c(n1C(C)C)cccc2)C(F)(F)F)C,,CH2Cl2,,530.0,https://doi.org/10.1021/acs.inorgchem.1c02968
103,COC1=CC=C(C([CH]1)[Ir+3](C1[CH]C(=CC=C1c1nc2c(n1C(C)C)cccc2)OC)N1[CH]C=C(C=C1c1nccc(c1)C)C)c1nc2c(n1C(C)C)cccc2,,CH2Cl2,,570.0,https://doi.org/10.1021/acs.inorgchem.1c02968
104,CC1=C[CH]N(C(=C1)c1nccc(c1)C)[Ir+3](C1[CH]C(=CC=C1c1nc2c(n1C(C)C)ccc(c2)C(F)(F)F)C(F)(F)F)C1[CH]C(=CC=C1c1nc2c(n1C(C)C)ccc(c2)C(F)(F)F)C(F)(F)F,,CH2Cl2,,493.0,https://doi.org/10.1021/acs.inorgchem.1c02968
105,COC1=CC=C(C([CH]1)[Ir+3](N1[CH]C=C(C=C1c1nccc(c1)C)C)C1[CH]C(=CC=C1c1nc2c(n1C(C)C)cc(cc2)OC)OC)c1nc2c(n1C(C)C)cc(cc2)OC,,CH2Cl2,,585.0,https://doi.org/10.1021/acs.inorgchem.1c02968
106,COC1=CC=C(C([CH]1)[Ir+3](N1[CH]C=C(C=C1c1nccc(c1)C)C)C1[CH]C(=CC=C1c1nc2c(n1C(C)C)ccc(c2)C(F)(F)F)OC)c1nc2c(n1C(C)C)ccc(c2)C(F)(F)F,,CH2Cl2,,530.0,https://doi.org/10.1021/acs.inorgchem.1c02968
107,COc1ccc2c(c1)n(C(C)C)c(n2)C1=CC=C([CH]C1[Ir+3](N1[CH]C=C(C=C1c1nccc(c1)C)C)C1[CH]C(=CC=C1c1nc2c(n1C(C)C)cc(cc2)OC)C(F)(F)F)C(F)(F)F,,CH2Cl2,,555.0,https://doi.org/10.1021/acs.inorgchem.1c02968
108,,,CH2Cl2,,684.0,https://doi.org/10.3390/molecules27010286
109,,,CH2Cl2,,663.0,https://doi.org/10.3390/molecules27010286
110,,,CH2Cl2,,679.0,https://doi.org/10.3390/molecules27010286
111,,,CH2Cl2,,697.0,https://doi.org/10.3390/molecules27010286
112,,,CH2Cl2,,676.0,https://doi.org/10.3390/molecules27010286
113,,,CH2Cl2,,692.0,https://doi.org/10.3390/molecules27010286
114,CC(=O)/C=C(\O[Ir+3](C1[CH]C=CC(=C1c1nc2c(s1)cccc2)C(F)(F)F)C1[CH]C=CC(=C1c1nc2c(s1)cccc2)C(F)(F)F)/C,,CH2Cl2,,578.0,https://doi.org/10.1016/j.jorganchem.2021.122157
115,CC(=O)/C=C(\O[Ir+3](C1[CH]C=C(C=C1c1nc2c(s1)cccc2)C(F)(F)F)C1[CH]C=C(C=C1c1nc2c(s1)cccc2)C(F)(F)F)/C,,CH2Cl2,,552.0,https://doi.org/10.1016/j.jorganchem.2021.122157
116,CC(=O)/C=C(\O[Ir+3](C1[CH]C(=CC=C1c1nc2c(s1)cccc2)C(F)(F)F)C1[CH]C(=CC=C1c1nc2c(s1)cccc2)C(F)(F)F)/C,,CH2Cl2,,570.0,https://doi.org/10.1016/j.jorganchem.2021.122157
117,CC(=O)/C=C(\O[Ir+3](C1[CH]C=CC(=C1c1nc2c(n1c1ccccc1)cccc2)C(F)(F)F)C1[CH]C=CC(=C1c1nc2c(n1c1ccccc1)cccc2)C(F)(F)F)/C,,CH2Cl2,,554.0,https://doi.org/10.1016/j.jorganchem.2021.122157
118,CC(=O)/C=C(\O[Ir+3](C1[CH]C=C(C=C1c1nc2c(n1c1ccccc1)cccc2)C(F)(F)F)C1[CH]C=C(C=C1c1nc2c(n1c1ccccc1)cccc2)C(F)(F)F)/C,,CH2Cl2,,510.0,https://doi.org/10.1016/j.jorganchem.2021.122157
119,CC(=O)/C=C(\O[Ir+3](C1[CH]C(=CC=C1c1nc2c(n1c1ccccc1)cccc2)C(F)(F)F)C1[CH]C(=CC=C1c1nc2c(n1c1ccccc1)cccc2)C(F)(F)F)/C,,CH2Cl2,,530.0,https://doi.org/10.1016/j.jorganchem.2021.122157
120,C/C(=N\c1ccccc1)/C=C(\O[Ir+3](C1[CH]C=CC=C1c1nc2ccccc2c2c1cccc2)C1[CH]C=CC=C1c1nc2ccccc2c2c1cccc2)/C,,toluene,,694.0,https://doi.org/10.1039/D2QI02058K
121,,,toluene,,736.0,https://doi.org/10.1039/D2QI02058K
122,C/C(=N\C1CCCCC1)/C=C(\O[Ir+3](C1[CH]C=CC=C1c1nc2ccccc2c2c1cccc2)C1[CH]C=CC=C1c1nc2ccccc2c2c1cccc2)/C,,toluene,,723.0,https://doi.org/10.1039/D2QI02058K
123,N#Cc1cnc(c2c1cccc2)C1=CC=C[CH]C1[Ir+3](C1[CH]C=CC=C1c1ncc(c2c1cccc2)C#N)O/C(=C\C(=N\c1ccccc1)\C)/C,,toluene,,709.0,https://doi.org/10.1039/D2QI02058K
124,,,toluene,,682.0,https://doi.org/10.1039/D2QI02058K
125,,,toluene,,749.0,https://doi.org/10.1039/D2QI02058K
126,O=C(C(C)(C)C)/C=C(/C(C)(C)C)\O[Ir+3](C1C=CC=C2C1=c1nc3ccccc3nc1=C1[C]2C=CC=C1)C1C=CC=C2C1=c1nc3ccccc3nc1=C1[C]2C=CC=C1,,CH2Cl2,,729.0,https://doi.org/10.1039/D2TC00698G
127,CC(=O)/C=C(\O[Ir+3](C1C=C(C=C2C1=c1nc3ccccc3nc1=C1[C]2C=C(C=C1)c1ccc(cc1)N(c1ccc(cc1)C(C)(C)C)c1ccc(cc1)C(C)(C)C)c1ccc(cc1)N(c1ccc(cc1)C(C)(C)C)c1ccc(cc1)C(C)(C)C)C1C=C(C=C2C1=c1nc3ccccc3nc1=C1[C]2C=C(C=C1)c1ccc(cc1)N(c1ccc(cc1)C(C)(C)C)c1ccc(cc1)C(C)(C)C)c1ccc(cc1)N(c1ccc(cc1)C(C)(C)C)c1ccc(cc1)C(C)(C)C)/C,,CH2Cl2,,735.0,https://doi.org/10.1039/D2TC00698G
128,c1ccc(nc1)[C]1Nc2c(N1[Ir+3](C1[CH]C=CC=C1c1ccc3c(n1)cccc3)C1[CH]C=CC=C1c1ccc3c(n1)cccc3)cccc2,,CH2Cl2,,565.0,https://doi.org/10.1039/D2TC02249D
129,c1ccc(nc1)[C]1Nc2c(N1[Ir+3](C1[CH]C=CC=C1c1nccc3c1cccc3)C1[CH]C=CC=C1c1nccc3c1cccc3)cccc2,,CH2Cl2,,594.0,https://doi.org/10.1039/D2TC02249D
130,O=C(C(C)(C)C)/C=C(/C(C)(C)C)\O[Ir+3](C1c2sccc2S[C]1c1nccc2c1cccc2)C1c2sccc2S[C]1c1nccc2c1cccc2,,CH2Cl2,,690.0,https://doi.org/10.1002/adpr.202100121
131,Brc1ccc(cc1)/C(=C/C(=O)c1ccc(cc1)Br)/O[Ir+3](C1[C](Sc2c1cccc2)c1cnc2c(n1)cccc2)C1[C](Sc2c1cccc2)c1cnc2c(n1)cccc2,,CH2Cl2,,764.0,https://doi.org/10.3390/cryst11091038
132,O=C(c1cccs1)/C=C(/C(F)(F)F)\O[Ir+3](C1c2ccccc2S[C]1c1nc2ccccc2c2c1cccc2)C1c2ccccc2S[C]1c1nc2ccccc2c2c1cccc2,,DCE,,716.0,https://doi.org/10.1002/ejic.202100189
133,O=C(c1cccs1)/C=C(/C1=C2C=CC=C[C]2N(C(=C1)c1ccccc1)[Ir+3](C1c2ccccc2S[C]1c1nc2ccccc2c2c1cccc2)C1c2ccccc2S[C]1c1nc2ccccc2c2c1cccc2)\O,,DCE,,719.0,https://doi.org/10.1002/ejic.202100189
134,COC(=O)c1cc(nc2c1cccc2)C1=CC=C[CH]C1[Ir+3](C1[CH]C=CC=C1c1nc2ccccc2c(c1)C(=O)OC)O/C(=C\C(=O)c1cccs1)/C(F)(F)F,,DCE,,696.0,https://doi.org/10.1002/ejic.202100189
135,COC(=O)c1cc(nc2c1cccc2)C1=CC=C[CH]C1[Ir+3](C1[CH]C=CC=C1c1nc2ccccc2c(c1)C(=O)OC)N1C(=CC(=C2[C]1C=CC=C2)/C(=C/C(=O)c1cccs1)/O)c1ccccc1,,DCE,,716.0,https://doi.org/10.1002/ejic.202100189
136,COC(=O)c1cc(nc2c1cccc2)C1=CC=C[CH]C1[Ir+3](C1[CH]C=CC=C1c1nc2ccccc2c(c1)C(=O)OC)O/C(=C\C(=O)C(F)(F)F)/C(F)(F)F,,DCE,,650.0,https://doi.org/10.1002/ejic.202100189
137,COC(=O)c1cc(nc2c1cccc2)C1=CC=C[CH]C1[Ir+3](C1[CH]C=CC=C1c1nc2ccccc2c(c1)C(=O)OC)O/C(=C\C(=O)C)/C,,DCE,,725.0,https://doi.org/10.1002/ejic.202100189
138,CCOC(=O)c1cc(nc2c1cccc2)C1=C[C]2C=CC=CC2=CC1[Ir+3](C1C=C2C=CC=C[C]2C=C1c1nc2ccccc2c(c1)C(=O)OCC)N1[CH]C=CC=C1c1ccccn1,,CH3CN,,673.0,https://doi.org/10.1002/chem.202004146
139,CCOCCOC(=O)c1cc(nc2c1cc(OC)cc2)C1=C[C]2C=CC=CC2=CC1[Ir+3](C1C=C2C=CC=C[C]2C=C1c1nc2ccc(cc2c(c1)C(=O)OCCOCC)OC)N1[CH]C=CC=C1c1ccccn1,,CH3CN,,668.0,https://doi.org/10.1002/chem.202004146
140,CCOC(=O)c1cc(nc2c1cc(F)cc2)C1=C[C]2C=CC=CC2=CC1[Ir+3](C1C=C2C=CC=C[C]2C=C1c1nc2ccc(cc2c(c1)C(=O)OCC)F)N1[CH]C=CC=C1c1ccccn1,,CH3CN,,675.0,https://doi.org/10.1002/chem.202004146
141,CCOC(=O)c1cc(nc2c1cccc2)C1=c2ccccc2=C[CH]C1[Ir+3](N1[CH]C=CC=C1c1ccccn1)C1[CH]C=c2c(=C1c1nc3ccccc3c(c1)C(=O)OCC)cccc2,,CH3CN,,679.0,https://doi.org/10.1002/chem.202004146
142,CCOC(=O)c1cc(nc2c1cc(OC)cc2)C1=c2ccccc2=C[CH]C1[Ir+3](N1[CH]C=CC=C1c1ccccn1)C1[CH]C=c2c(=C1c1nc3ccc(cc3c(c1)C(=O)OCC)OC)cccc2,,CH3CN,,693.0,https://doi.org/10.1002/chem.202004146
143,CCOC(=O)c1cc(nc2c1cc(F)cc2)C1=c2ccccc2=C[CH]C1[Ir+3](N1[CH]C=CC=C1c1ccccn1)C1[CH]C=c2c(=C1c1nc3ccc(cc3c(c1)C(=O)OCC)F)cccc2,,CH3CN,,687.0,https://doi.org/10.1002/chem.202004146
144,O=c1c2cccc3c2c(c2n1c1=CC=C[CH]c1n2)C(C=C3)[Ir+3](C1C=Cc2c3c1c1nc4c(=CC=C[CH]4)n1c(=O)c3ccc2)N1[CH]C=CC=C1c1[nH]nc(c1)C(F)(F)F,,CH2Cl2,,637.0,https://doi.org/10.1021/acs.inorgchem.0c01561
145,O=c1c2cccc3c2c(c2n1c1=CC=C[CH]c1n2)C(C=C3N(c1ccccc1)c1ccccc1)[Ir+3](C1C=C(N(c2ccccc2)c2ccccc2)c2c3c1c1nc4c(=CC=C[CH]4)n1c(=O)c3ccc2)N1[CH]C=CC=C1c1[nH]nc(c1)C(F)(F)F,,CH2Cl2,,655.0,https://doi.org/10.1021/acs.inorgchem.0c01561
146,CCCCCCc1ccc(s1)C1=CC(C2=c3c(=C4[C](C2=C1)C=C(C=C4)c1ccc(s1)CCCCCC)nc1c(n3)cccc1)[Ir+3](C1C=C(C=C2C1=c1nc3ccccc3nc1=C1[C]2C=C(C=C1)c1ccc(s1)CCCCCC)c1ccc(s1)CCCCCC)O/C(=C\C(=O)C)/C,,CH2Cl2,,712.0,https://doi.org/10.1002/adom.202000154
147,CCCCCCc1ccc(s1)c1cc2nc3=C4C(=CC=CC4[Ir+3](C4C=CC=C5C4=c4nc6cc(c7ccc(s7)CCCCCC)c(cc6nc4=C4[C]5C=CC=C4)c4ccc(s4)CCCCCC)O/C(=C\C(=O)C)/C)[C]4C(=c3nc2cc1c1ccc(s1)CCCCCC)C=CC=C4,,CH2Cl2,,741.0,https://doi.org/10.1002/adom.202000154
148,CC(=O)/C=C(\O[Ir+3](C1C=C(C=C2C1=c1nc3ccccc3nc1=C1[C]2C=C(C=C1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C1C=C(C=C2C1=c1nc3ccccc3nc1=C1[C]2C=C(C=C1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C,,CH2Cl2,,716.0,https://doi.org/10.1002/adom.202000154
149,CC(=O)/C=C(\O[Ir+3](C1C=CC=C2C1=c1nc3cc(c4ccc(cc4)N(c4ccccc4)c4ccccc4)c(cc3nc1=C1[C]2C=CC=C1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C1C=CC=C2C1=c1nc3cc(c4ccc(cc4)N(c4ccccc4)c4ccccc4)c(cc3nc1=C1[C]2C=CC=C1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C,,CH2Cl2,,728.0,https://doi.org/10.1002/adom.202000154
150,FC1=NC(=C(C([CH]1)[Ir+3](N1[CH]C=CC=C1C(=O)O)C1[CH]C(=NC(=C1c1ncnc(c1)c1c(C)cc(cc1C)C)F)F)c1ncnc(c1)c1c(C)cc(cc1C)C)F,,CH2Cl2,,477.0,https://doi.org/10.1016/j.dyepig.2020.108257
151,FC1=NC(=C(C([CH]1)[Ir+3](N1[CH]C=CC=C1c1[nH]nc(c1)C(F)(F)F)C1[CH]C(=NC(=C1c1ncnc(c1)c1c(C)cc(cc1C)C)F)F)c1ncnc(c1)c1c(C)cc(cc1C)C)F,,CH2Cl2,,470.0,https://doi.org/10.1016/j.dyepig.2020.108257
152,FC1=NC(=C(C([CH]1)[Ir+3](N1N[C](N=C1C(F)(F)F)c1ccccn1)C1[CH]C(=NC(=C1c1ncnc(c1)c1c(C)cc(cc1C)C)F)F)c1ncnc(c1)c1c(C)cc(cc1C)C)F,,CH2Cl2,,445.0,https://doi.org/10.1016/j.dyepig.2020.108257
153,Cc1nc2ccccc2nc1C1=CC=C[CH]C1[Ir+3](C1[CH]C=CC=C1c1nc2ccccc2nc1C)N1[CH]C=CC=C1C(=O)O,,CHCl3,,647.0,https://doi.org/10.1021/acs.inorgchem.9b02991
154,Cc1nc2cc(C)c(cc2nc1C1=CC=C[CH]C1[Ir+3](C1[CH]C=CC=C1c1nc2cc(C)c(cc2nc1C)C)N1[CH]C=CC=C1C(=O)O)C,,CHCl3,,640.0,https://doi.org/10.1021/acs.inorgchem.9b02991
155,Cc1nc2cc(Cl)c(cc2nc1C1=CC=C[CH]C1[Ir+3](C1[CH]C=CC=C1c1nc2cc(Cl)c(cc2nc1C)Cl)N1[CH]C=CC=C1C(=O)O)Cl,,CHCl3,,665.0,https://doi.org/10.1021/acs.inorgchem.9b02991
156,Cc1nc2cc(F)c(cc2nc1C1=CC=C[CH]C1[Ir+3](C1[CH]C=CC=C1c1nc2cc(F)c(cc2nc1C)F)N1[CH]C=CC=C1C(=O)O)F,,CHCl3,,650.0,https://doi.org/10.1021/acs.inorgchem.9b02991
157,Cc1cc2nc(c3ccccc3)c(nc2cc1C)C1=CC=C[CH]C1[Ir+3](C1[CH]C=CC=C1c1nc2cc(C)c(cc2nc1c1ccccc1)C)N1[CH]C=CC=C1C(=O)O,,CHCl3,,648.0,https://doi.org/10.1021/acs.inorgchem.9b02991
158,Clc1cc2nc(c3ccccc3)c(nc2cc1Cl)C1=CC=C[CH]C1[Ir+3](C1[CH]C=CC=C1c1nc2cc(Cl)c(cc2nc1c1ccccc1)Cl)N1[CH]C=CC=C1C(=O)O,,CHCl3,,680.0,https://doi.org/10.1021/acs.inorgchem.9b02991
159,Fc1cc2nc(c3ccccc3)c(nc2cc1F)C1=CC=C[CH]C1[Ir+3](C1[CH]C=CC=C1c1nc2cc(F)c(cc2nc1c1ccccc1)F)N1[CH]C=CC=C1C(=O)O,,CHCl3,,653.0,https://doi.org/10.1021/acs.inorgchem.9b02991
160,OC(=O)C1=CN([CH]C=N1)[Ir+3](C1[CH]C=CC=C1c1nc2cc(C)c(cc2nc1C)C)C1[CH]C=CC=C1c1nc2cc(C)c(cc2nc1C)C,,CHCl3,,633.0,https://doi.org/10.1021/acs.inorgchem.9b02991
161,OC(=O)C1=CN([CH]C=N1)[Ir+3](C1[CH]C=CC=C1c1nc2cc(C)c(cc2nc1c1ccccc1)C)C1[CH]C=CC=C1c1nc2cc(C)c(cc2nc1c1ccccc1)C,,CHCl3,,641.0,https://doi.org/10.1021/acs.inorgchem.9b02991
162,OC(=O)C1=CN([CH]C=N1)[Ir+3](C1[CH]C=CC=C1c1nc2cc(F)c(cc2nc1c1ccccc1)F)C1[CH]C=CC=C1c1nc2cc(F)c(cc2nc1c1ccccc1)F,,CHCl3,,651.0,https://doi.org/10.1021/acs.inorgchem.9b02991
163,CCOP(=O)(CC1=C[CH]N(C(=C1)c1nccc(c1)CP(=O)(OCC)OCC)[Ir+3](C1[CH]C=CC=C1c1ccccn1)C1[CH]C=CC=C1c1ccccn1)OCC,,CH3CN,,565.0,https://doi.org/10.1021/acs.inorgchem.0c00456
164,OP(=O)(CC1=C[CH]N(C(=C1)c1nccc(c1)CP(=O)(O)O)[Ir+3](C1[CH]C=CC=C1c1ccccn1)C1[CH]C=CC=C1c1ccccn1)O,,DMF,,535.0,https://doi.org/10.1021/acs.inorgchem.0c00456
165,FC(C1=CC(=C[C](C1[Ir+3](N1C=CN=c2c1c1[N]C=CN=c1cc2)C1[C](C=C(C=C1C(F)(F)F)C(F)(F)F)c1ccccn1)c1ccccn1)C(F)(F)F)(F)F,,CH3CN,,572.0,https://doi.org/10.1021/jacs.9b12108
166,FC(C1=CC(=C[C](C1[Ir+3](C1[C](C=C(C=C1C(F)(F)F)C(F)(F)F)c1ccccn1)N1c2ccccc2N=c2c1c1[N]C=CN=c1cc2)c1ccccn1)C(F)(F)F)(F)F,,CH3CN,,651.0,https://doi.org/10.1021/jacs.9b12108
167,FC(C1=CC(=C[C](C1[Ir+3](C1[C](C=C(C=C1C(F)(F)F)C(F)(F)F)c1ccccn1)N1c2c(=Nc3c1ccc1c3cccc1)ccc1=NC=C[N]c21)c1ccccn1)C(F)(F)F)(F)F,,CH3CN,,618.0,https://doi.org/10.1021/jacs.9b12108
168,c1ccc(cc1)N1(=C2[C]3C=CC=CC3=c3c(=C2N=C1c1ccccn1)cccc3)[Ir+3](C1[CH]C=CC=C1c1ccccn1)C1[CH]C=CC=C1c1ccccn1,,CH2Cl2,,540.0,https://doi.org/10.1039/D0DT00568A
169,c1ccc(nc1)[C]1Sc2c(C1[Ir+3](N1(=C3[C]4C=CC=CC4=c4c(=C3N=C1c1ccccn1)cccc4)c1ccccc1)C1[C](Sc3c1cccc3)c1ccccn1)cccc2,,CH2Cl2,,597.0,https://doi.org/10.1039/D0DT00568A
170,COC(=O)c1cc(nc2c1cccc2)C1=CC=C[CH]C1[Ir+3](N1(=C2[C]3C=CC=CC3=c3c(=C2N=C1c1ccccn1)cccc3)c1ccccc1)C1[CH]C=CC=C1c1nc2ccccc2c(c1)C(=O)OC,,CH2Cl2,,645.0,https://doi.org/10.1039/D0DT00568A
171,c1ccc(cc1)n1c2c(nc1C1=CC=C[CH]C1[Ir+3](N1(=C3[C]4C=CC=CC4=c4c(=C3N=C1c1ccccn1)cccc4)c1ccccc1)C1[CH]C=CC=C1c1nc3c(n1c1ccccc1)c1ccccc1c1c3cccc1)c1ccccc1c1c2cccc1,,CH2Cl2,,580.0,https://doi.org/10.1039/D0DT00568A
172,IC1=C[CH]C(C(=C1)c1nc2c(n1c1ccccc1)c1ccccc1c1c2cccc1)[Ir+3](N1(=C2[C]3C=CC=CC3=c3c(=C2N=C1c1ccccn1)cccc3)c1ccccc1)C1[CH]C=C(C=C1c1nc2c(n1c1ccccc1)c1ccccc1c1c2cccc1)I,,CH2Cl2,,545.0,https://doi.org/10.1039/D0DT00568A
173,ON(=O)C1=CC=C(C([CH]1)[Ir+3](N1(=C2[C]3C=CC=CC3=c3c(=C2N=C1c1ccccn1)cccc3)c1ccccc1)C1[CH]C(=CC=C1c1nc2c(n1c1ccccc1)c1ccccc1c1c2cccc1)N(=O)O)c1nc2c(n1c1ccccc1)c1ccccc1c1c2cccc1,,CH2Cl2,,580.0,https://doi.org/10.1039/D0DT00568A
174,C1=C[C]2C(=CC=C(N2[Ir+3](C2C=CC=C3C2=c2nc4ccccc4nc2=C2[C]3C=CC=C2)C2C=CC=C3C2=c2nc4ccccc4nc2=C2[C]3C=CC=C2)c2ccc3c(n2)cccc3)C=C1,,CH3CN,,634.0,https://doi.org/10.1039/D0TC02805C
175,OC1=CC=CC2=CC=CN([C]12)[Ir+3](C1c2ccccc2S[C]1c1nc2ccccc2c2c1cccc2)C1c2ccccc2S[C]1c1nc2ccccc2c2c1cccc2,,THF,,711.0,https://doi.org/10.1039/D0CC02745F
176,OC(=O)C1=CC=CC2=CC=CN([C]12)[Ir+3](C1c2ccccc2S[C]1c1nc2ccccc2c2c1cccc2)C1c2ccccc2S[C]1c1nc2ccccc2c2c1cccc2,,THF,,724.0,https://doi.org/10.1039/D0CC02745F
177,O[C]1C=CC=c2c1c1c(=CC=CN1[Ir+3](C1c3ccccc3S[C]1c1nc3ccccc3c3c1cccc3)C1c3ccccc3S[C]1c1nc3ccccc3c3c1cccc3)cc2,,THF,,723.0,https://doi.org/10.1039/D0CC02745F
178,c1ccc2c(c1)S[C](C2[Ir+3](n1cccc1c1cccc2c1nccc2)C1c2ccccc2S[C]1c1nc2ccccc2c2c1cccc2)c1nc2ccccc2c2c1cccc2,,THF,,729.0,https://doi.org/10.1039/D0CC02745F
179,O=C(C1=CC=CC2=CC=CN([C]12)[Ir+3](C1c2ccccc2S[C]1c1nc2ccccc2c2c1cccc2)C1c2ccccc2S[C]1c1nc2ccccc2c2c1cccc2)Nc1ccccc1,,THF,,716.0,https://doi.org/10.1039/D0CC02745F
180,OC(=O)C1=CC=C[CH]N1[Ir+3](C1[C](Sc2c1cccc2)c1nc2ccccc2c(c1)c1ccccc1)C1[C](Sc2c1cccc2)c1nc2ccccc2c(c1)c1ccccc1,,CH2Cl2,,666.0,https://doi.org/10.1039/C9TC06813A
181,CCOC(=O)c1cc(nc2c1cccc2)[C]1Sc2c(C1[Ir+3](C1[C](Sc3c1cccc3)c1nc3ccccc3c(c1)C(=O)OCC)N1[CH]C=CC=C1C(=O)O)cccc2,,CH2Cl2,,749.0,https://doi.org/10.1039/C9TC06813A
182,OC(=O)C1=CC=C[CH]N1[Ir+3](C1[C](Sc2c1cccc2)c1nc2ccccc2c(c1)C(F)(F)F)C1[C](Sc2c1cccc2)c1nc2ccccc2c(c1)C(F)(F)F,,CH2Cl2,,716.0,https://doi.org/10.1039/C9TC06813A
183,N#Cc1cnc(c2c1cccc2)C1=CC=C[CH]C1[Ir+3](C1[CH]C=CC=C1c1ncc(c2c1cccc2)C#N)O/C(=C\C(=O)C)/C,,THF,,696.0,https://doi.org/10.1039/C9SC05492H
184,N#Cc1cnc(c2c1cccc2)[C]1SC=CC1[Ir+3](C1C=CS[C]1c1ncc(c2c1cccc2)C#N)O/C(=C\C(=O)C)/C,,THF,,708.0,https://doi.org/10.1039/C9SC05492H
185,FC1=CC=C(C([CH]1)[Ir+3](N1[CH]C=CC=C1c1ccccn1)C1[CH]C(=CC=C1c1ccccn1)F)c1ccccn1,,CH2Cl2,,542.0,https://doi.org/10.1016/j.tet.2019.130686
186,Fc1ccc(nc1)C1=CC=C[CH]C1[Ir+3](N1[CH]C=CC=C1c1ccccn1)C1[CH]C=CC=C1c1ccc(cn1)F,,CH2Cl2,,567.0,https://doi.org/10.1016/j.tet.2019.130686
187,FC1=CC=C(C([CH]1)[Ir+3](N1[CH]C=CC=C1c1ccccn1)C1[CH]C(=CC=C1c1ccc(cn1)F)F)c1ccc(cn1)F,,CH2Cl2,,534.0,https://doi.org/10.1016/j.tet.2019.130686
188,FC1=CC(=C(C([CH]1)[Ir+3](C1[CH]C(=CC(=C1c1ccccn1)F)F)N1[CH]C=CC=C1c1ccccn1)c1ccccn1)F,,CH2Cl2,,514.0,https://doi.org/10.1016/j.tet.2019.130686
189,FC1=C(F)C([C](C=C1F)c1ccccn1)[Ir+3](C1C(=C(F)C(=C[C]1c1ccccn1)F)F)N1[CH]C=CC=C1c1ccccn1,,CH2Cl2,,524.0,https://doi.org/10.1016/j.tet.2019.130686
190,,,CH3CN,,595.0,https://doi.org/10.1021/acscatal.9b02759
191,,,CH3CN,,634.0,https://doi.org/10.1021/acscatal.9b02759
192,,,CH3CN,,571.0,https://doi.org/10.1021/acscatal.9b02759
193,,,CH3CN,,576.0,https://doi.org/10.1021/acscatal.9b02759
194,,,CH3CN,,605.0,https://doi.org/10.1021/acscatal.9b02759
195,,,THF,,623.0,https://doi.org/10.1021/acscatal.9b02759
196,,,CH3CN,,632.0,https://doi.org/10.1021/acscatal.9b02759
197,,,CH3CN,,661.0,https://doi.org/10.1021/acscatal.9b02759
198,,,CH3CN,,575.0,https://doi.org/10.1021/acscatal.9b02759
199,,,CH3CN,,594.0,https://doi.org/10.1021/acscatal.9b02759
200,,,CH3CN,,637.0,https://doi.org/10.1021/acscatal.9b02759
